#	X	Y
	0	1.86757
	0.02	1.86899
	0.04	1.87039
	0.06	1.87177
	0.08	1.87312
	0.1	1.87445
	0.12	1.87576
	0.14	1.87705
	0.16	1.87832
	0.18	1.87957
	0.2	1.8808
	0.22	1.88201
	0.24	1.8832
	0.26	1.88437
	0.28	1.88552
	0.3	1.88665
	0.32	1.88777
	0.34	1.88887
	0.36	1.88995
	0.38	1.89101
	0.4	1.89206
	0.42	1.89308
	0.44	1.8941
	0.46	1.89509
	0.48	1.89608
	0.5	1.89704
	0.52	1.89799
	0.54	1.89893
	0.56	1.89985
	0.58	1.90075
	0.6	1.90164
	0.62	1.90252
	0.64	1.90339
	0.66	1.90424
	0.68	1.90507
	0.7	1.9059
	0.72	1.90671
	0.74	1.90751
	0.76	1.90829
	0.78	1.90907
	0.8	1.90983
	0.82	1.91058
	0.84	1.91132
	0.86	1.91204
	0.88	1.91276
	0.9	1.91346
	0.92	1.91416
	0.94	1.91484
	0.96	1.91551
	0.98	1.91617
	1	1.91683
	1.02	1.91747
	1.04	1.9181
	1.06	1.91872
	1.08	1.91934
	1.1	1.91994
	1.12	1.92054
	1.14	1.92112
	1.16	1.9217
	1.18	1.92227
	1.2	1.92283
	1.22	1.92338
	1.24	1.92392
	1.26	1.92446
	1.28	1.92499
	1.3	1.9255
	1.32	1.92602
	1.34	1.92652
	1.36	1.92702
	1.38	1.92751
	1.4	1.92799
	1.42	1.92846
	1.44	1.92893
	1.46	1.92939
	1.48	1.92985
	1.5	1.93029
	1.52	1.93074
	1.54	1.93117
	1.56	1.9316
	1.58	1.93202
	1.6	1.93244
	1.62	1.93285
	1.64	1.93325
	1.66	1.93365
	1.68	1.93404
	1.7	1.93443
	1.72	1.93481
	1.74	1.93519
	1.76	1.93556
	1.78	1.93593
	1.8	1.93629
	1.82	1.93664
	1.84	1.93699
	1.86	1.93734
	1.88	1.93768
	1.9	1.93801
	1.92	1.93835
	1.94	1.93867
	1.96	1.93899
	1.98	1.93931


#	X	Y
	0	1
	0.02	1
	0.04	1
	0.06	1
	0.08	1
	0.1	1
	0.12	1
	0.14	1
	0.16	1
	0.18	1
	0.2	1
	0.22	1
	0.24	1
	0.26	1
	0.28	1
	0.3	1
	0.32	1
	0.34	1
	0.36	1
	0.38	1
	0.4	1
	0.42	1
	0.44	1
	0.46	1
	0.48	1
	0.5	1
	0.52	1
	0.54	1
	0.56	1
	0.58	1
	0.6	1
	0.62	1
	0.64	1
	0.66	1
	0.68	1
	0.7	1
	0.72	1
	0.74	1
	0.76	1
	0.78	1
	0.8	1
	0.82	1
	0.84	1
	0.86	1
	0.88	1
	0.9	1
	0.92	1
	0.94	1
	0.96	1
	0.98	1
	1	1
	1.02	2
	1.04	2
	1.06	2
	1.08	2
	1.1	2
	1.12	2
	1.14	2
	1.16	2
	1.18	2
	1.2	2
	1.22	2
	1.24	2
	1.26	2
	1.28	2
	1.3	2
	1.32	2
	1.34	2
	1.36	2
	1.38	2
	1.4	2
	1.42	2
	1.44	2
	1.46	2
	1.48	2
	1.5	2
	1.52	2
	1.54	2
	1.56	2
	1.58	2
	1.6	2
	1.62	2
	1.64	2
	1.66	2
	1.68	2
	1.7	2
	1.72	2
	1.74	2
	1.76	2
	1.78	2
	1.8	2
	1.82	2
	1.84	2
	1.86	2
	1.88	2
	1.9	2
	1.92	2
	1.94	2
	1.96	2
	1.98	2
